"ensemble_id","gene_name","description"
"ENSG00000250305","TRMT9B","tRNA methyltransferase 9B (putative) [Source:HGNC Symbol;Acc:HGNC:26725]"
"ENSG00000255112","CHMP1B","charged multivesicular body protein 1B [Source:HGNC Symbol;Acc:HGNC:24287]"
"ENSG00000182170","MRGPRG","MAS related GPR family member G [Source:HGNC Symbol;Acc:HGNC:24829]"
"ENSG00000149435","GGTLC1","gamma-glutamyltransferase light chain 1 [Source:HGNC Symbol;Acc:HGNC:16437]"
"ENSG00000119509","INVS","inversin [Source:HGNC Symbol;Acc:HGNC:17870]"
"ENSG00000165496","RPL10L","ribosomal protein L10 like [Source:HGNC Symbol;Acc:HGNC:17976]"
"ENSG00000163644","PPM1K","protein phosphatase, Mg2+/Mn2+ dependent 1K [Source:HGNC Symbol;Acc:HGNC:25415]"
"ENSG00000124635","H2BC11","H2B clustered histone 11 [Source:HGNC Symbol;Acc:HGNC:4761]"
"ENSG00000170324","FRMPD2","FERM and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28572]"
"ENSG00000282130","NSMCE3","NSE3 homolog, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:7677]"
"ENSG00000110777","POU2AF1","POU class 2 homeobox associating factor 1 [Source:HGNC Symbol;Acc:HGNC:9211]"
"ENSG00000078747","ITCH","itchy E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:13890]"
"ENSG00000090061","CCNK","cyclin K [Source:HGNC Symbol;Acc:HGNC:1596]"
"ENSG00000102699","PARP4","poly(ADP-ribose) polymerase family member 4 [Source:HGNC Symbol;Acc:HGNC:271]"
"ENSG00000153531","ADPRHL1","ADP-ribosylhydrolase like 1 [Source:HGNC Symbol;Acc:HGNC:21303]"
"ENSG00000171561","OR2AT4","olfactory receptor family 2 subfamily AT member 4 [Source:HGNC Symbol;Acc:HGNC:19620]"
"ENSG00000117543","DPH5","diphthamide biosynthesis 5 [Source:HGNC Symbol;Acc:HGNC:24270]"
"ENSG00000162552","WNT4","Wnt family member 4 [Source:HGNC Symbol;Acc:HGNC:12783]"
"ENSG00000100099","HPS4","HPS4 biogenesis of lysosomal organelles complex 3 subunit 2 [Source:HGNC Symbol;Acc:HGNC:15844]"
"ENSG00000180245","RRH","retinal pigment epithelium-derived rhodopsin homolog [Source:HGNC Symbol;Acc:HGNC:10450]"
"ENSG00000183150","GPR19","G protein-coupled receptor 19 [Source:HGNC Symbol;Acc:HGNC:4473]"
"ENSG00000273564","FAM189A1","family with sequence similarity 189 member A1 [Source:HGNC Symbol;Acc:HGNC:29075]"
"ENSG00000257115","OR11H12","olfactory receptor family 11 subfamily H member 12 [Source:HGNC Symbol;Acc:HGNC:30738]"
"ENSG00000263309","KRT23","keratin 23 [Source:HGNC Symbol;Acc:HGNC:6438]"
"ENSG00000153879","CEBPG","CCAAT enhancer binding protein gamma [Source:HGNC Symbol;Acc:HGNC:1837]"
"ENSG00000099834","CDHR5","cadherin related family member 5 [Source:HGNC Symbol;Acc:HGNC:7521]"
"ENSG00000113578","FGF1","fibroblast growth factor 1 [Source:HGNC Symbol;Acc:HGNC:3665]"
"ENSG00000107968","MAP3K8","mitogen-activated protein kinase kinase kinase 8 [Source:HGNC Symbol;Acc:HGNC:6860]"
"ENSG00000105193","RPS16","ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:10396]"
"ENSG00000183423","LRIT3","leucine rich repeat, Ig-like and transmembrane domains 3 [Source:HGNC Symbol;Acc:HGNC:24783]"
"ENSG00000162613","FUBP1","far upstream element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4004]"
"ENSG00000150594","ADRA2A","adrenoceptor alpha 2A [Source:HGNC Symbol;Acc:HGNC:281]"
"ENSG00000164692","COL1A2","collagen type I alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2198]"
"ENSG00000035720","STAP1","signal transducing adaptor family member 1 [Source:HGNC Symbol;Acc:HGNC:24133]"
"ENSG00000120329","SLC25A2","solute carrier family 25 member 2 [Source:HGNC Symbol;Acc:HGNC:22921]"
"ENSG00000134516","DOCK2","dedicator of cytokinesis 2 [Source:HGNC Symbol;Acc:HGNC:2988]"
"ENSG00000049089","COL9A2","collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]"
"ENSG00000089063","TMEM230","transmembrane protein 230 [Source:HGNC Symbol;Acc:HGNC:15876]"
"ENSG00000162139","NEU3","neuraminidase 3 [Source:HGNC Symbol;Acc:HGNC:7760]"
"ENSG00000116729","WLS","Wnt ligand secretion mediator [Source:HGNC Symbol;Acc:HGNC:30238]"
"ENSG00000187003","ACTL7A","actin like 7A [Source:HGNC Symbol;Acc:HGNC:161]"
"ENSG00000205476","CCDC85C","coiled-coil domain containing 85C [Source:HGNC Symbol;Acc:HGNC:35459]"
"ENSG00000111269","CREBL2","cAMP responsive element binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:2350]"
"ENSG00000196228","SULT1C3","sulfotransferase family 1C member 3 [Source:HGNC Symbol;Acc:HGNC:33543]"
"ENSG00000123610","TNFAIP6","TNF alpha induced protein 6 [Source:HGNC Symbol;Acc:HGNC:11898]"
"ENSG00000136891","TEX10","testis expressed 10 [Source:HGNC Symbol;Acc:HGNC:25988]"
"ENSG00000158856","DMTN","dematin actin binding protein [Source:HGNC Symbol;Acc:HGNC:3382]"
"ENSG00000089327","FXYD5","FXYD domain containing ion transport regulator 5 [Source:HGNC Symbol;Acc:HGNC:4029]"
"ENSG00000244687","UBE2V1","ubiquitin conjugating enzyme E2 V1 [Source:HGNC Symbol;Acc:HGNC:12494]"
"ENSG00000204767","INSYN2B","inhibitory synaptic factor family member 2B [Source:HGNC Symbol;Acc:HGNC:37271]"
"ENSG00000263057","KRT20","keratin 20 [Source:HGNC Symbol;Acc:HGNC:20412]"
"ENSG00000100600","LGMN","legumain [Source:HGNC Symbol;Acc:HGNC:9472]"
"ENSG00000148156","ACTL7B","actin like 7B [Source:HGNC Symbol;Acc:HGNC:162]"
"ENSG00000173040","EVC2","EvC ciliary complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19747]"
"ENSG00000161904","LEMD2","LEM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21244]"
"ENSG00000178913","TAF7","TATA-box binding protein associated factor 7 [Source:HGNC Symbol;Acc:HGNC:11541]"
"ENSG00000023516","AKAP11","A-kinase anchoring protein 11 [Source:HGNC Symbol;Acc:HGNC:369]"
"ENSG00000187051","RPS19BP1","ribosomal protein S19 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:28749]"
"ENSG00000120685","PROSER1","proline and serine rich 1 [Source:HGNC Symbol;Acc:HGNC:20291]"
"ENSG00000164219","PGGT1B","protein geranylgeranyltransferase type I subunit beta [Source:HGNC Symbol;Acc:HGNC:8895]"
"ENSG00000274894","AC012314.6","pre-mRNA processing factor 31 [Source:NCBI gene;Acc:26121]"
"ENSG00000278695","GSTT2B","glutathione S-transferase theta 2B (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:33437]"
"ENSG00000276345","AC004556.3","39S ribosomal protein L23, mitochondrial [Source:NCBI gene;Acc:107987373]"
"ENSG00000278384","AL354822.1",""
"ENSG00000274672","TSEN34","tRNA splicing endonuclease subunit 34 [Source:HGNC Symbol;Acc:HGNC:15506]"
"ENSG00000130810","PPAN","peter pan homolog [Source:HGNC Symbol;Acc:HGNC:9227]"
"ENSG00000005022","SLC25A5","solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]"
"ENSG00000244165","P2RY11","purinergic receptor P2Y11 [Source:HGNC Symbol;Acc:HGNC:8540]"
"ENSG00000228892","AGPAT1","1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324]"
"ENSG00000205809","KLRC2","killer cell lectin like receptor C2 [Source:HGNC Symbol;Acc:HGNC:6375]"
"ENSG00000066427","ATXN3","ataxin 3 [Source:HGNC Symbol;Acc:HGNC:7106]"
"ENSG00000064655","EYA2","EYA transcriptional coactivator and phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3520]"
"ENSG00000088543","C3orf18","chromosome 3 open reading frame 18 [Source:HGNC Symbol;Acc:HGNC:24837]"
"ENSG00000244395","RBMY1D","RNA binding motif protein Y-linked family 1 member D [Source:HGNC Symbol;Acc:HGNC:23915]"
"ENSG00000182196","ARL6IP4","ADP ribosylation factor like GTPase 6 interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:18076]"
"ENSG00000077713","SLC25A43","solute carrier family 25 member 43 [Source:HGNC Symbol;Acc:HGNC:30557]"
"ENSG00000141560","FN3KRP","fructosamine 3 kinase related protein [Source:HGNC Symbol;Acc:HGNC:25700]"
"ENSG00000205810","KLRC3","killer cell lectin like receptor C3 [Source:HGNC Symbol;Acc:HGNC:6376]"
"ENSG00000211445","GPX3","glutathione peroxidase 3 [Source:HGNC Symbol;Acc:HGNC:4555]"
"ENSG00000255641","AC068775.1","novel protein"
"ENSG00000140848","CPNE2","copine 2 [Source:HGNC Symbol;Acc:HGNC:2315]"
"ENSG00000242120","MDFIC2","MyoD family inhibitor domain containing 2 [Source:HGNC Symbol;Acc:HGNC:53442]"
"ENSG00000145703","IQGAP2","IQ motif containing GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:6111]"
"ENSG00000275838","KIR3DL2","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]"
"ENSG00000146872","TLK2","tousled like kinase 2 [Source:HGNC Symbol;Acc:HGNC:11842]"
"ENSG00000101856","PGRMC1","progesterone receptor membrane component 1 [Source:HGNC Symbol;Acc:HGNC:16090]"
"ENSG00000239974","EGFL8","EGF like domain multiple 8 [Source:HGNC Symbol;Acc:HGNC:13944]"
"ENSG00000170893","TRH","thyrotropin releasing hormone [Source:HGNC Symbol;Acc:HGNC:12298]"
"ENSG00000275545","KIR3DL1","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]"
"ENSG00000260287","TBC1D3G","TBC1 domain family member 3G [Source:HGNC Symbol;Acc:HGNC:29860]"
"ENSG00000102100","SLC35A2","solute carrier family 35 member A2 [Source:HGNC Symbol;Acc:HGNC:11022]"
"ENSG00000170473","PYM1","PYM homolog 1, exon junction complex associated factor [Source:HGNC Symbol;Acc:HGNC:30258]"
"ENSG00000181104","F2R","coagulation factor II thrombin receptor [Source:HGNC Symbol;Acc:HGNC:3537]"
"ENSG00000168243","GNG4","G protein subunit gamma 4 [Source:HGNC Symbol;Acc:HGNC:4407]"
"ENSG00000076382","SPAG5","sperm associated antigen 5 [Source:HGNC Symbol;Acc:HGNC:13452]"
"ENSG00000131941","RHPN2","rhophilin Rho GTPase binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19974]"
"ENSG00000143919","CAMKMT","calmodulin-lysine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:26276]"
"ENSG00000130811","EIF3G","eukaryotic translation initiation factor 3 subunit G [Source:HGNC Symbol;Acc:HGNC:3274]"
"ENSG00000228867","NRM","nurim [Source:HGNC Symbol;Acc:HGNC:8003]"
"ENSG00000099204","ABLIM1","actin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:78]"
"ENSG00000176472","ZNF575","zinc finger protein 575 [Source:HGNC Symbol;Acc:HGNC:27606]"
"ENSG00000124486","USP9X","ubiquitin specific peptidase 9 X-linked [Source:HGNC Symbol;Acc:HGNC:12632]"
"ENSG00000180891","CUEDC1","CUE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:31350]"
"ENSG00000166200","COPS2","COP9 signalosome subunit 2 [Source:HGNC Symbol;Acc:HGNC:30747]"
"ENSG00000243207","PPAN-P2RY11","PPAN-P2RY11 readthrough [Source:HGNC Symbol;Acc:HGNC:33526]"
"ENSG00000274226","TBC1D3H","TBC1 domain family member 3H [Source:HGNC Symbol;Acc:HGNC:30708]"
"ENSG00000169696","ASPSCR1","ASPSCR1 tether for SLC2A4, UBX domain containing [Source:HGNC Symbol;Acc:HGNC:13825]"
"ENSG00000137558","PI15","peptidase inhibitor 15 [Source:HGNC Symbol;Acc:HGNC:8946]"
"ENSG00000105755","ETHE1","ETHE1 persulfide dioxygenase [Source:HGNC Symbol;Acc:HGNC:23287]"
"ENSG00000203740","METTL11B","methyltransferase like 11B [Source:HGNC Symbol;Acc:HGNC:31932]"
"ENSG00000188322","SBK1","SH3 domain binding kinase 1 [Source:HGNC Symbol;Acc:HGNC:17699]"
"ENSG00000204099","NEU4","neuraminidase 4 [Source:HGNC Symbol;Acc:HGNC:21328]"
"ENSG00000128510","CPA4","carboxypeptidase A4 [Source:HGNC Symbol;Acc:HGNC:15740]"
"ENSG00000198822","GRM3","glutamate metabotropic receptor 3 [Source:HGNC Symbol;Acc:HGNC:4595]"
"ENSG00000070961","ATP2B1","ATPase plasma membrane Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:814]"
"ENSG00000163958","ZDHHC19","zinc finger DHHC-type containing 19 [Source:HGNC Symbol;Acc:HGNC:20713]"
"ENSG00000275954","TBC1D3F","TBC1 domain family member 3F [Source:HGNC Symbol;Acc:HGNC:18257]"
"ENSG00000277924","KIR2DL3","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]"
"ENSG00000154252","GAL3ST2","galactose-3-O-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:24869]"
"ENSG00000115556","PLCD4","phospholipase C delta 4 [Source:HGNC Symbol;Acc:HGNC:9062]"
"ENSG00000166262","FAM227B","family with sequence similarity 227 member B [Source:HGNC Symbol;Acc:HGNC:26543]"
"ENSG00000278729","KIR3DL3","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]"
"ENSG00000073734","ABCB11","ATP binding cassette subfamily B member 11 [Source:HGNC Symbol;Acc:HGNC:42]"
"ENSG00000007202","KIAA0100","KIAA0100 [Source:HGNC Symbol;Acc:HGNC:28960]"
"ENSG00000172482","AGXT","alanine--glyoxylate and serine--pyruvate aminotransferase [Source:HGNC Symbol;Acc:HGNC:341]"
"ENSG00000214413","BBIP1","BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093]"
"ENSG00000156273","BACH1","BTB domain and CNC homolog 1 [Source:HGNC Symbol;Acc:HGNC:935]"
"ENSG00000180210","F2","coagulation factor II, thrombin [Source:HGNC Symbol;Acc:HGNC:3535]"
"ENSG00000182447","OTOL1","otolin 1 [Source:HGNC Symbol;Acc:HGNC:34071]"
"ENSG00000164949","GEM","GTP binding protein overexpressed in skeletal muscle [Source:HGNC Symbol;Acc:HGNC:4234]"
"ENSG00000184371","CSF1","colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]"
"ENSG00000196542","SPTSSB","serine palmitoyltransferase small subunit B [Source:HGNC Symbol;Acc:HGNC:24045]"
"ENSG00000150967","ABCB9","ATP binding cassette subfamily B member 9 [Source:HGNC Symbol;Acc:HGNC:50]"
"ENSG00000166446","CDYL2","chromodomain Y like 2 [Source:HGNC Symbol;Acc:HGNC:23030]"
"ENSG00000132855","ANGPTL3","angiopoietin like 3 [Source:HGNC Symbol;Acc:HGNC:491]"
"ENSG00000100138","SNU13","small nuclear ribonucleoprotein 13 [Source:HGNC Symbol;Acc:HGNC:7819]"
"ENSG00000163359","COL6A3","collagen type VI alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2213]"
"ENSG00000137166","FOXP4","forkhead box P4 [Source:HGNC Symbol;Acc:HGNC:20842]"
"ENSG00000172765","TMCC1","transmembrane and coiled-coil domain family 1 [Source:HGNC Symbol;Acc:HGNC:29116]"
"ENSG00000158552","ZFAND2B","zinc finger AN1-type containing 2B [Source:HGNC Symbol;Acc:HGNC:25206]"
"ENSG00000204231","RXRB","retinoid X receptor beta [Source:HGNC Symbol;Acc:HGNC:10478]"
"ENSG00000101888","NXT2","nuclear transport factor 2 like export factor 2 [Source:HGNC Symbol;Acc:HGNC:18151]"
"ENSG00000196482","ESRRG","estrogen related receptor gamma [Source:HGNC Symbol;Acc:HGNC:3474]"
"ENSG00000156958","GALK2","galactokinase 2 [Source:HGNC Symbol;Acc:HGNC:4119]"
"ENSG00000006042","TMEM98","transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]"
"ENSG00000203867","RBM20","RNA binding motif protein 20 [Source:HGNC Symbol;Acc:HGNC:27424]"
"ENSG00000234443","LY6G6D","lymphocyte antigen 6 family member G6D [Source:HGNC Symbol;Acc:HGNC:13935]"
"ENSG00000221932","HEPN1","hepatocellular carcinoma, down-regulated 1 [Source:HGNC Symbol;Acc:HGNC:34400]"
"ENSG00000237482","LY6G6E","lymphocyte antigen 6 family member G6E [Source:HGNC Symbol;Acc:HGNC:13934]"
"ENSG00000176204","LRRTM4","leucine rich repeat transmembrane neuronal 4 [Source:HGNC Symbol;Acc:HGNC:19411]"
"ENSG00000243003","LY6G6F","lymphocyte antigen 6 family member G6F [Source:HGNC Symbol;Acc:HGNC:13933]"
"ENSG00000198626","RYR2","ryanodine receptor 2 [Source:HGNC Symbol;Acc:HGNC:10484]"
"ENSG00000099381","SETD1A","SET domain containing 1A, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:29010]"
"ENSG00000171246","NPTX1","neuronal pentraxin 1 [Source:HGNC Symbol;Acc:HGNC:7952]"
"ENSG00000141542","RAB40B","RAB40B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18284]"
"ENSG00000065357","DGKA","diacylglycerol kinase alpha [Source:HGNC Symbol;Acc:HGNC:2849]"
"ENSG00000072657","TRHDE","thyrotropin releasing hormone degrading enzyme [Source:HGNC Symbol;Acc:HGNC:30748]"
"ENSG00000176771","NCKAP5","NCK associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29847]"
"ENSG00000197321","SVIL","supervillin [Source:HGNC Symbol;Acc:HGNC:11480]"
"ENSG00000129993","CBFA2T3","CBFA2/RUNX1 partner transcriptional co-repressor 3 [Source:HGNC Symbol;Acc:HGNC:1537]"
"ENSG00000117481","NSUN4","NOP2/Sun RNA methyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:31802]"
"ENSG00000260691","ANKRD20A1","ankyrin repeat domain 20 family member A1 [Source:HGNC Symbol;Acc:HGNC:23665]"
"ENSG00000163792","TCF23","transcription factor 23 [Source:HGNC Symbol;Acc:HGNC:18602]"
"ENSG00000126733","DACH2","dachshund family transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:16814]"
"ENSG00000171566","PLRG1","pleiotropic regulator 1 [Source:HGNC Symbol;Acc:HGNC:9089]"
"ENSG00000142794","NBPF3","NBPF member 3 [Source:HGNC Symbol;Acc:HGNC:25076]"
"ENSG00000167967","E4F1","E4F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3121]"
"ENSG00000276387","KIR2DS1","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6333]"
"ENSG00000167632","TRAPPC9","trafficking protein particle complex 9 [Source:HGNC Symbol;Acc:HGNC:30832]"
"ENSG00000112339","HBS1L","HBS1 like translational GTPase [Source:HGNC Symbol;Acc:HGNC:4834]"
"ENSG00000176531","PHLDB3","pleckstrin homology like domain family B member 3 [Source:HGNC Symbol;Acc:HGNC:30499]"
"ENSG00000073605","GSDMB","gasdermin B [Source:HGNC Symbol;Acc:HGNC:23690]"
"ENSG00000167968","DNASE1L2","deoxyribonuclease 1 like 2 [Source:HGNC Symbol;Acc:HGNC:2958]"
"ENSG00000186143","PRR30","proline rich 30 [Source:HGNC Symbol;Acc:HGNC:28677]"
"ENSG00000250423","KIAA1210","KIAA1210 [Source:HGNC Symbol;Acc:HGNC:29218]"
"ENSG00000173660","UQCRH","ubiquinol-cytochrome c reductase hinge protein [Source:HGNC Symbol;Acc:HGNC:12590]"
"ENSG00000277535","AL772284.2","novel cancer/testis antigen family protein"
"ENSG00000153827","TRIP12","thyroid hormone receptor interactor 12 [Source:HGNC Symbol;Acc:HGNC:12306]"
"ENSG00000004399","PLXND1","plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]"
"ENSG00000017797","RALBP1","ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841]"
"ENSG00000283324","CTXND2","cortexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:53440]"
"ENSG00000275658","KIR2DL3","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]"
"ENSG00000182866","LCK","LCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6524]"
"ENSG00000174460","ZCCHC12","zinc finger CCHC-type containing 12 [Source:HGNC Symbol;Acc:HGNC:27273]"
"ENSG00000040199","PHLPP2","PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:29149]"
"ENSG00000172057","ORMDL3","ORMDL sphingolipid biosynthesis regulator 3 [Source:HGNC Symbol;Acc:HGNC:16038]"
"ENSG00000129646","QRICH2","glutamine rich 2 [Source:HGNC Symbol;Acc:HGNC:25326]"
"ENSG00000188419","CHM","CHM Rab escort protein [Source:HGNC Symbol;Acc:HGNC:1940]"
"ENSG00000185055","EFCAB10","EF-hand calcium binding domain 10 [Source:HGNC Symbol;Acc:HGNC:34531]"
"ENSG00000168393","DTYMK","deoxythymidylate kinase [Source:HGNC Symbol;Acc:HGNC:3061]"
"ENSG00000169255","B3GALNT1","beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group) [Source:HGNC Symbol;Acc:HGNC:918]"
"ENSG00000136933","RABEPK","Rab9 effector protein with kelch motifs [Source:HGNC Symbol;Acc:HGNC:16896]"
"ENSG00000229998","PPP1R18","protein phosphatase 1 regulatory subunit 18 [Source:HGNC Symbol;Acc:HGNC:29413]"
"ENSG00000204936","CD177","CD177 molecule [Source:HGNC Symbol;Acc:HGNC:30072]"
"ENSG00000139637","C12orf10","chromosome 12 open reading frame 10 [Source:HGNC Symbol;Acc:HGNC:17590]"
"ENSG00000111737","RAB35","RAB35, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9774]"
"ENSG00000154920","EME1","essential meiotic structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:24965]"
"ENSG00000163599","CTLA4","cytotoxic T-lymphocyte associated protein 4 [Source:HGNC Symbol;Acc:HGNC:2505]"
"ENSG00000167515","TRAPPC2L","trafficking protein particle complex 2 like [Source:HGNC Symbol;Acc:HGNC:30887]"
"ENSG00000096264","NCR2","natural cytotoxicity triggering receptor 2 [Source:HGNC Symbol;Acc:HGNC:6732]"
"ENSG00000204248","COL11A2","collagen type XI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2187]"
"ENSG00000187605","TET3","tet methylcytosine dioxygenase 3 [Source:HGNC Symbol;Acc:HGNC:28313]"
"ENSG00000134597","RBMX2","RNA binding motif protein X-linked 2 [Source:HGNC Symbol;Acc:HGNC:24282]"
"ENSG00000124440","HIF3A","hypoxia inducible factor 3 subunit alpha [Source:HGNC Symbol;Acc:HGNC:15825]"
"ENSG00000234414","RBMY1A1","RNA binding motif protein Y-linked family 1 member A1 [Source:HGNC Symbol;Acc:HGNC:9912]"
"ENSG00000089248","ERP29","endoplasmic reticulum protein 29 [Source:HGNC Symbol;Acc:HGNC:13799]"
"ENSG00000178804","H1-8","H1.8 linker histone [Source:HGNC Symbol;Acc:HGNC:18463]"
"ENSG00000198369","SPRED2","sprouty related EVH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17722]"
"ENSG00000164761","TNFRSF11B","TNF receptor superfamily member 11b [Source:HGNC Symbol;Acc:HGNC:11909]"
"ENSG00000163914","RHO","rhodopsin [Source:HGNC Symbol;Acc:HGNC:10012]"
"ENSG00000153993","SEMA3D","semaphorin 3D [Source:HGNC Symbol;Acc:HGNC:10726]"
"ENSG00000107960","STN1","STN1 subunit of CST complex [Source:HGNC Symbol;Acc:HGNC:26200]"
"ENSG00000131482","G6PC","glucose-6-phosphatase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4056]"
"ENSG00000141012","GALNS","galactosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4122]"
"ENSG00000154589","LY96","lymphocyte antigen 96 [Source:HGNC Symbol;Acc:HGNC:17156]"
"ENSG00000221955","SLC12A8","solute carrier family 12 member 8 [Source:HGNC Symbol;Acc:HGNC:15595]"
"ENSG00000171189","GRIK1","glutamate ionotropic receptor kainate type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4579]"
"ENSG00000131471","AOC3","amine oxidase copper containing 3 [Source:HGNC Symbol;Acc:HGNC:550]"
"ENSG00000121749","TBC1D15","TBC1 domain family member 15 [Source:HGNC Symbol;Acc:HGNC:25694]"
"ENSG00000181847","TIGIT","T cell immunoreceptor with Ig and ITIM domains [Source:HGNC Symbol;Acc:HGNC:26838]"
"ENSG00000187957","DNER","delta/notch like EGF repeat containing [Source:HGNC Symbol;Acc:HGNC:24456]"
"ENSG00000276070","CCL4L2","C-C motif chemokine ligand 4 like 2 [Source:HGNC Symbol;Acc:HGNC:24066]"
"ENSG00000100196","KDELR3","KDEL endoplasmic reticulum protein retention receptor 3 [Source:HGNC Symbol;Acc:HGNC:6306]"
"ENSG00000121067","SPOP","speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]"
"ENSG00000168906","MAT2A","methionine adenosyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:6904]"
"ENSG00000047346","FAM214A","family with sequence similarity 214 member A [Source:HGNC Symbol;Acc:HGNC:25609]"
"ENSG00000171723","GPHN","gephyrin [Source:HGNC Symbol;Acc:HGNC:15465]"
"ENSG00000090060","PAPOLA","poly(A) polymerase alpha [Source:HGNC Symbol;Acc:HGNC:14981]"
"ENSG00000198931","APRT","adenine phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:626]"
"ENSG00000021826","CPS1","carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323]"
"ENSG00000197013","ZNF429","zinc finger protein 429 [Source:HGNC Symbol;Acc:HGNC:20817]"
"ENSG00000269237","AC010615.4","novel transcript"
"ENSG00000135127","BICDL1","BICD family like cargo adaptor 1 [Source:HGNC Symbol;Acc:HGNC:28095]"
"ENSG00000153944","MSI2","musashi RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18585]"
"ENSG00000102316","MAGED2","MAGE family member D2 [Source:HGNC Symbol;Acc:HGNC:16353]"
"ENSG00000196268","ZNF493","zinc finger protein 493 [Source:HGNC Symbol;Acc:HGNC:23708]"
"ENSG00000274174","NLRP7","NLR family pyrin domain containing 7 [Source:HGNC Symbol;Acc:HGNC:22947]"
"ENSG00000182141","ZNF708","zinc finger protein 708 [Source:HGNC Symbol;Acc:HGNC:12945]"
"ENSG00000163590","PPM1L","protein phosphatase, Mg2+/Mn2+ dependent 1L [Source:HGNC Symbol;Acc:HGNC:16381]"
"ENSG00000100201","DDX17","DEAD-box helicase 17 [Source:HGNC Symbol;Acc:HGNC:2740]"
"ENSG00000141576","RNF157","ring finger protein 157 [Source:HGNC Symbol;Acc:HGNC:29402]"
"ENSG00000179674","ARL14","ADP ribosylation factor like GTPase 14 [Source:HGNC Symbol;Acc:HGNC:22974]"
"ENSG00000075945","KIFAP3","kinesin associated protein 3 [Source:HGNC Symbol;Acc:HGNC:17060]"
"ENSG00000130299","GTPBP3","GTP binding protein 3, mitochondrial [Source:HGNC Symbol;Acc:HGNC:14880]"
