speciesType	tissueType	UberonOntologyID	cancerType	cellType	cellName	CellOntologyID	cellMarker	geneSymbol	geneID	proteinName	proteinID	markerResource	PMID	Company
Mouse	Undefined	NA	Breast Cancer	Cancer cell	Cancer stem cell	NA	CD133, CD24, CD44, CD45, CD47, CD49f, DLL1, DNER, ESA, Thy1	Prom1, Cd24a, Cd44, Ptprc, Cd47, Itga6, Dll1, Dner, Flot2, Thy1	19126, 12484, 12505, 19264, 16423, 16403, 13388, 227325, 14252, 21838	PROM1, CD24, CD44, PTPRC, CD47, ITA6, DLL1, DNER, FLOT2, THY1	O54990, P24807, P15379, P06800, Q61735, Q61739, Q61483, Q8JZM4, Q60634, P01831	Review	23540661	NA
Mouse	Undefined	NA	Colon Cancer	Cancer cell	Cancer stem cell	NA	CD133, CD166, CD44, CD47, EpCAM, ESA, LGR5	Prom1, Alcam, Cd44, Cd47, Epcam, Flot2, Lgr5	19126, 11658, 12505, 16423, 17075, 14252, 14160	PROM1, CD166, CD44, CD47, EPCAM, FLOT2, LGR5	O54990, Q61490, P15379, Q61735, Q99JW5, Q60634, Q9Z1P4	Review	23540661	NA
Mouse	Undefined	NA	Gallbladder Cancer	Cancer cell	Cancer stem cell	NA	CD133, CD44	Prom1, Cd44	19126, 12505	PROM1, CD44	O54990, P15379	Review	23540661	NA
Mouse	Undefined	NA	Gastric Cancer	Cancer cell	Cancer stem cell	NA	CD44	Cd44	12505	CD44	P15379	Review	23540661	NA
Mouse	Undefined	NA	Glioma	Cancer cell	Cancer stem cell	NA	A2B5, CD133, CD15, EGFR, SSEA-1	NA, Prom1, Fut4, Egfr, Fut4	NA, 19126, 14345, 13649, 14345	NA, PROM1, FUT4, EGFR, FUT4	NA, O54990, Q11127, Q01279, Q11127	Review	23540661	NA
Mouse	Undefined	NA	Head And Neck Squamous Cell Carcinoma	Cancer cell	Cancer stem cell	NA	CD44	Cd44	12505	CD44	P15379	Review	23540661	NA
Mouse	Undefined	NA	Liver Cancer	Cancer cell	Cancer stem cell	NA	CD13, CD133, CD90	Anpep, Prom1, Thy1	16790, 19126, 21838	AMPN, PROM1, THY1	P97449, O54990, P01831	Review	23540661	NA
Mouse	Undefined	NA	Intestinal Cancer	Cancer cell	Cancer stem cell	NA	CD166	Alcam	11658	CD166	Q61490	Review	23540661	NA
Mouse	Undefined	NA	Lung Cancer	Cancer cell	Cancer stem cell	NA	ABCG2, CD133, CD166, CD44, CD45, CXCR4, ESA, PECAM, CD34, Sca-1	Abcg2, Prom1, Alcam, Cd44, Ptprc, Cxcr4, Flot2, Cd24, Cd34, Ly6a	26357, 19126, 11658, 12505, 19264, 12767, 14252, 12490, 12490, 110454	ABCG2, PROM1, CD166, CD44, PTPRC, CXCR4, FLOT2, CD34, CD34, LY6A	Q7TMS5, O54990, Q61490, P15379, P06800, P70658, Q60634, Q64314, Q64314, P05533	Review	23540661	NA
Mouse	Undefined	NA	Melanoma	Cancer cell	Cancer stem cell	NA	ABCB5, ABCG2, CD133, CD20, CD271	Abcb5, Abcg2, Prom1, Ms4a1, Ngfr	77706, 26357, 19126, 12482, 18053	ABCB5, ABCG2, PROM1, CD20, TNR16	B5X0E4, Q7TMS5, O54990, P19437, Q9Z0W1	Review	23540661	NA
Mouse	Undefined	NA	Osteosarcoma	Cancer cell	Cancer stem cell	NA	CD133, CXCR4	Prom1, Cxcr4	19126, 12767	PROM1, CXCR4	O54990, P70658	Review	23540661	NA
Mouse	Undefined	NA	Pancreatic Cancer	Cancer cell	Cancer stem cell	NA	CD133, CD24, CD44, ESA	Prom1, Cd24a, Cd44, Flot2	19126, 12484, 12505, 14252	PROM1, CD24, CD44, FLOT2	O54990, P24807, P15379, Q60634	Review	23540661	NA
Mouse	Undefined	NA	Normal	Normal cell	Mesenchymal stem cell	CL_0000134	CD146, CD44, Leptin receptor, PDGFR-alpha	Mcam, Cd44, Lepr, Pdgfra	84004, 12505, 16847, 18595	MUC18, CD44, LEPR, PGFRA	Q8R2Y2, P15379, P48356, P26618	Review	27141940	NA
Mouse	Intestine	UBERON_0000160	Normal	Normal cell	Intestinal stem cell	CL_0000034	Dclk1, Hesx1, Lgr5, Musashi-1, Side population	Dclk1, Hesx1, Lgr5, Msi1, NA	13175, 15209, 14160, 17690, NA	DCLK1, HESX1, LGR5, MSI1H, NA	Q9JLM8, Q61658, Q9Z1P4, Q61474, NA	Review	18638070	NA
Mouse	Intestine	UBERON_0000160	Normal	Normal cell	Intestinal stem cell	CL_0000034	Bmi1, Bmpr1a, Dclk1, Eph, Lgr5, Musashi-1, OLFM4	Bmi1, Bmpr1a, Dclk1, NA, Lgr5, Msi1, Olfm4	12151, 12166, 13175, NA, 14160, 17690, 380924	BMI1, BMR1A, DCLK1, NA, LGR5, MSI1H, OLFM4	P25916, P36895, Q9JLM8, NA, Q9Z1P4, Q61474, Q3UZZ4	Review	20599211	NA
Mouse	Lung	UBERON_0002048	Normal	Normal cell	Fibroblast	CL_0000057	1810037I17Rik, 2810417H13Rik, 3110001D03Rik, Acap2, Ankrd32, Anp32e, Arl6ip6, Armcx3, Atad2, Birc5, Bmp5, Bub1, Bud31, Capn6, Ccdc34, Ccna2, Ccnb1, Ccnb2, Cdc7, Cdca3, Cenpa, Cenpe, Cenpf, Cep57, Cks2, Cnot6, Csrp2, Dctpp1, Ddah2, Dhx9, Enc1, Epha3, Evi5, Exosc8, Fam115a, Fam173a, Fam64a, Fbln1, Fgf7, Fkbp7, Gnpat, Gps1, Gstm5, H2afv, H2afx, H2afz, Hist1h2ab, Hmgb1, Hmgb2, Hnrnpa3, Hoxb5, Htatsf1, Iigp1, Kif15, Kif20b, Knstrn, Mad2l1, Mcm4, Mdk, Mfap2, Mis18bp1, Mki67, Mrpl27, Mrpl39, Mrpl49, Mrto4, Mycbp, Naa50, Ncapg, Ndufs5, Nexn, Nrep, Nusap1, Pbk, Pdgfra, Pmf1, Prim1, Psmd6, Ptch1, Rab34, Rfc4, Rhno1, Rn7sk, Rpa1, Rps4y2, Rrm2, Scnm1, Sdc2, Shcbp1, Sin3a, Ska2, Smc2, Smchd1, Stmn1, Tacc3, Taf12, Tbpl1, Tbx3, Tk1, Tmed1, Tnc, Top2a, Tpx2, Trp53bp1, Tshz1, Tuba1a, Tuba1b, Tubb5, Ube2c, Uqcr10, Utp11l, Zranb1	1810037I17Rik, Pclaf, Dmac1, ACAP2, SLF1, ANP32E, ARL6IP6, ARMCX3, Atad2, Birc5, Bmp5, Bub1, Bud31, Capn6, Ccdc34, Ccna2, Ccnb1, Ccnb2, Cdc7, Cdca3, Cenpa, Cenpe, Cenpf, Cep57, Cks2, Cnot6, Csrp2, Dctpp1, Ddah2, Dhx9, Enc1, Epha3, Evi5, Exosc8, Tcaf1, Fam173a, Pimreg, Fbln1, Fgf7, Fkbp7, Gnpat, Gps1, Gstm5, H2afv, H2afx, H2afz, Hist1h2ab, Hmgb1, Hmgb2, Hnrnpa3, Hoxb5, Htatsf1, Iigp1, Kif15, Kif20b, Knstrn, Mad2l1, Mcm4, Mdk, Mfap2, Mis18bp1, Mki67, Mrpl27, Mrpl39, Mrpl49, Mrto4, Mycbp, Naa50, Ncapg, Ndufs5, Nexn, Nrep, Nusap1, Pbk, Pdgfra, Pmf1, Prim1, Psmd6, Ptch1, Rab34, Rfc4, Rhno1, Rn7sk, Rpa1, NA, Rrm2, Scnm1, Sdc2, Shcbp1, Sin3a, Ska2, Smc2, Smchd1, Stmn1, Tacc3, Taf12, Tbpl1, Tbx3, Tk1, Tmed1, Tnc, Top2a, Tpx2, Trp53bp1, Tshz1, Tuba1a, Tuba1b, Tubb5, Ube2c, Uqcr10, Utp11, Zranb1	67704, 68026, 66928, 23527, 84250, 81611, 151188, 51566, 70472, 11799, 12160, 12235, 231889, 12338, 68201, 12428, 268697, 12442, 12545, 14793, 12615, 229841, 108000, 74360, 66197, 104625, 13008, 66422, 51793, 13211, 13803, 13837, 14020, 69639, 77574, 214917, 109212, 14114, 14178, 14231, 14712, 209318, 14866, 77605, 15270, 51788, 319172, 15289, 97165, 229279, 15413, 72459, 60440, 209737, 240641, 51944, 56150, 17217, 17242, 17150, 217653, 17345, 94064, 27393, 18120, 69902, 56309, 72117, 54392, 595136, 68810, 27528, 108907, 52033, 18595, 67037, 19075, 66413, 19206, 19376, 106344, 72440, 19817, 68275, NA, 20135, 69269, 15529, 20419, 20466, 66140, 14211, 74355, 16765, 21335, 66464, 237336, 21386, 21877, 17083, 21923, 21973, 72119, 27223, 110796, 22142, 22143, 22154, 68612, 66152, 67205, 360216	NA, PAF15, DMAC1, ACAP2, SLF1, AN32E, AR6P6, ARMX3, ATAD2, BIRC5, BMP5, BUB1, BUD31, CAN6, CCD34, CCNA2, CCNB1, CCNB2, CDC7, CDCA3, CENPA, CENPE, NA, CEP57, CKS2, CNOT6, CSRP2, DCTP1, DDAH2, DHX9, ENC1, EPHA3, EVI5, EXOS8, TCAF1, F173A, PIMRE, FBLN1, FGF7, FKBP7, GNPAT, CSN1, GSTM5, H2AV, H2AX, H2AZ, H2A1B, HMGB1, HMGB2, ROA3, HXB5, HTSF1, IIGP1, KIF15, KI20B, SKAP, MD2L1, MCM4, MK, MFAP2, M18BP, KI67, RM27, RM39, RM49, MRT4, MYCBP, NAA50, CNDG2, NDUS5, NEXN, NREP, NUSAP, TOPK, PGFRA, PMF1, PRI1, PSMD6, PTC1, RAB34, RFC4, RHNO1, NA, RFA1, NA, RIR2, SCNM1, SDC2, SHCBP, SIN3A, SKA2, SMC2, SMHD1, STMN1, TACC3, TAF12, TBPL1, TBX3, KITH, TMD11, TENA, TOP2A, TPX2, TP53B, TSH1, TBA1A, TBA1B, TBB5, UBE2C, QCR9, UTP11, ZRAN1	NA, Q9CQX4, Q9CQ00, Q15057, Q9BQI6, Q9BTT0, Q8N6S5, Q9UH62, Q8CDM1, O70201, P49003, O08901, Q6PGH1, O35646, Q3UI66, P51943, P24860, P30276, Q9Z0H0, Q99M54, O35216, Q6RT24, NA, Q8CEE0, P56390, Q8K3P5, P97314, Q9QY93, Q99LD8, O70133, O35709, P29319, P97366, Q9D753, Q8BNE1, Q501J2, Q8BFY7, Q08879, P36363, O54998, P98192, Q99LD4, P48774, Q3THW5, P27661, P0C0S6, C0HKE1, P63158, P30681, Q8BG05, P09079, Q8BGC0, Q9QZ85, Q6P9L6, Q80WE4, Q9D9Z1, Q9Z1B5, P49717, P12025, P55002, Q80WQ8, E9PVX6, Q99N92, Q9JKF7, Q9CQ40, Q9D0I8, Q9EQS3, Q6PGB6, Q6DFV1, Q99LY9, Q7TPW1, Q07475, Q9ERH4, Q9JJ78, P26618, Q9CPV5, P20664, Q99JI4, Q61115, Q64008, Q99J62, Q8K3A4, NA, Q8VEE4, NA, P11157, Q8K136, P43407, Q9Z179, Q60520, Q9CR46, Q8CG48, Q6P5D8, P54227, Q9JJ11, Q8VE65, P62340, P70324, P04184, Q9D2R4, Q80YX1, Q01320, A2APB8, P70399, Q5DTH5, P68369, P05213, P99024, Q9D1C1, Q8R1I1, Q9CZJ1, Q7M760	Single-cell sequencing	26600239	NA
Mouse	Lung	UBERON_0002048	Normal	Normal cell	Myofibroblast	CL_0002241	AC124170.2, Acta2, Actg2, Cd248, Ckb, Ednrb, Enc1, Fstl1, Ghr, Gypc, Igf1, Iigp1, Itga9, Mfap2, Mgp, Mllt3, Mustn1, Myh11, Myl9, Mylk, Myocd, Nnat, Nrep, Nt5e, Pdgfra, Pdlim3, Rgs2, Robo1, Scara5, Smpx, Sms, Synpo2, Tagln, Tbx5, Tgfbi, Tpm2	NA, Acta2, Actg2, Cd248, Ckb, Ednrb, Enc1, Fstl1, Ghr, Gypc, Igf1, Iigp1, Itga9, Mfap2, Mgp, Mllt3, Mustn1, Myh11, Myl9, Mylk, Myocd, Nnat, Nrep, Nt5e, Pdgfra, Pdlim3, Rgs2, Robo1, Scara5, Smpx, Sms, Synpo2, Tagln, Tbx5, Tgfbi, Tpm2	NA, 11475, 11468, 70445, 12709, 13618, 13803, 14314, 14600, 71683, 16000, 60440, 104099, 17150, 17313, 70122, 66175, 17880, 98932, 107589, 214384, 18111, 27528, 23959, 18595, 53318, 19735, 19876, 71145, 66106, 20603, 118449, 21345, 21388, 21810, 22004	NA, ACTA, ACTH, CD248, KCRB, EDNRB, ENC1, FSTL1, GHR, GLPC, IGF1, IIGP1, ITA9, MFAP2, MGP, AF9, MSTN1, MYH11, MYL9, MYLK, MYCD, NNAT, NREP, 5NTD, PGFRA, PDLI3, RGS2, ROBO1, SCAR5, SMPX, SMS, SYNP2, TAGL, TBX5, BGH3, TPM2	NA, P62737, P63268, Q91V98, Q04447, P48302, O35709, Q62356, P16882, Q78HU7, P05017, Q9QZ85, B8JK39, P55002, P19788, A2AM29, Q99JI1, O08638, Q9CQ19, Q6PDN3, Q8VIM5, Q61979, Q07475, Q61503, P26618, O70209, O08849, O89026, Q8K299, Q9DC77, P60041, Q91YE8, P37804, P70326, P82198, P58774	Single-cell sequencing	26600239	NA
Mouse	Lung	UBERON_0002048	Normal	Normal cell	Smooth muscle cell	CL_0000192	AC124170.2, Acta2, Actg2, Cd248, Ckb, Ednrb, Enc1, Fstl1, Ghr, Gypc, Igf1, Iigp1, Itga9, Mfap2, Mgp, Mllt3, Mustn1, Myh11, Myl9, Mylk, Myocd, Nnat, Nrep, Nt5e, Pdgfra, Pdlim3, Rgs2, Robo1, Scara5, Smpx, Sms, Synpo2, Tagln, Tbx5, Tgfbi, Tpm2	NA, Acta2, Actg2, Cd248, Ckb, Ednrb, Enc1, Fstl1, Ghr, Gypc, Igf1, Iigp1, Itga9, Mfap2, Mgp, Mllt3, Mustn1, Myh11, Myl9, Mylk, Myocd, Nnat, Nrep, Nt5e, Pdgfra, Pdlim3, Rgs2, Robo1, Scara5, Smpx, Sms, Synpo2, Tagln, Tbx5, Tgfbi, Tpm2	NA, 11475, 11468, 70445, 12709, 13618, 13803, 14314, 14600, 71683, 16000, 60440, 104099, 17150, 17313, 70122, 66175, 17880, 98932, 107589, 214384, 18111, 27528, 23959, 18595, 53318, 19735, 19876, 71145, 66106, 20603, 118449, 21345, 21388, 21810, 22004	NA, ACTA, ACTH, CD248, KCRB, EDNRB, ENC1, FSTL1, GHR, GLPC, IGF1, IIGP1, ITA9, MFAP2, MGP, AF9, MSTN1, MYH11, MYL9, MYLK, MYCD, NNAT, NREP, 5NTD, PGFRA, PDLI3, RGS2, ROBO1, SCAR5, SMPX, SMS, SYNP2, TAGL, TBX5, BGH3, TPM2	NA, P62737, P63268, Q91V98, Q04447, P48302, O35709, Q62356, P16882, Q78HU7, P05017, Q9QZ85, B8JK39, P55002, P19788, A2AM29, Q99JI1, O08638, Q9CQ19, Q6PDN3, Q8VIM5, Q61979, Q07475, Q61503, P26618, O70209, O08849, O89026, Q8K299, Q9DC77, P60041, Q91YE8, P37804, P70326, P82198, P58774	Single-cell sequencing	26600239	NA
Mouse	Lung	UBERON_0002048	Normal	Normal cell	Pericyte	CL_0000669	Adamtsl3, Adprh, Ahsa1, Ajuba, Arhgef6, Atp1b2, Atp7a, BC005561, Cdh2, Clcn4-2, Cox4i2, Dlk1, Ebf1, F2r, Fam162b, Frmd6, Gm12158, Gnas, Gucy1a3, Gucy1b3, Itga7, Itm2a, l7Rn6, Marcks, Mcam, Mfge8, Nab1, Notch3, Nr2f2, Pcdh18, Pdgfrb, Pdzd2, Postn, Rasl12, Rgs5, Sh2d3c, Tax1bp3, Tmem134, Zbtb43	Adamtsl3, Adprh, Ahsa1, Ajuba, Arhgef6, Atp1b2, Atp7a, BC005561, Cdh2, Clcn4, Cox4i2, Dlk1, Ebf1, F2r, Fam162b, Frmd6, NA, Gnas, Gucy1a3, Gucy1b3, Itga7, Itm2a, Hikeshi, Marcks, Mcam, Mfge8, Nab1, Notch3, Nr2f2, Pcdh18, Pdgfrb, Pdzd2, Postn, Rasl12, Rgs5, Sh2d3c, Tax1bp3, Tmem134, Zbtb43	269959, 11544, 217737, 16475, 73341, 11932, 11977, 100042165, 12558, 12727, 84682, 13386, 13591, 14062, 77296, 319710, NA, 14683, 60596, 54195, 16404, 16431, 67669, 17118, 84004, 17304, 17936, 18131, 11819, 73173, 18596, 68070, 50706, 70784, 19737, 27387, 76281, 66990, 71834	NA, ADPRH, AHSA1, AJUBA, ARHG6, AT1B2, ATP7A, NA, NA, CLCN4, COX42, DLK1, COE1, PAR1, F162B, FRMD6, NA, GNAS3, GCYA1, GCYB1, ITA7, ITM2A, HIKES, MARCS, MUC18, MFGM, NAB1, NOTC3, COT2, PCD18, PGFRB, NA, POSTN, RASLC, RGS5, SH2D3, TX1B3, TM134, ZBT43	NA, P54923, Q8BK64, Q91XC0, Q8K4I3, P14231, Q64430, NA, NA, Q61418, Q91W29, Q09163, Q07802, P30558, Q9CX19, Q8C0V9, NA, Q9Z0F1, Q9ERL9, O54865, Q61738, Q61500, Q9DD02, P26645, Q8R2Y2, P21956, Q61122, Q61982, P43135, Q8VHR0, P05622, NA, Q62009, Q08AT1, O08850, Q9QZS8, Q9DBG9, Q8R0J4, Q9DAI4	Single-cell sequencing	26600239	NA
Mouse	Lung	UBERON_0002048	Normal	Normal cell	Matrix fibroblast	CL_0000057	1110018G07Rik, 1810010H24Rik, 6030408B16Rik, Abca9, AC107641.2, AC119810.1, Adamts19, Adm, Adpgk, Agpat2, Airn, Angptl4, Atxn2, AU023434, B3galnt1, B4galt1, BC017158, Bgn, Bmper, Cass4, Ccbe1, Ccl11, Cd40, Cdh11, Cdo1, Ces1d, Cfh, Chst15, Cmklr1, Col13a1, Col14a1, Col16a1, Col1a1, Col25a1, Col3a1, Col5a2, Col6a1, Col6a2, Col6a3, Colec12, Cp, Csrp1, Dbc1, Dennd4a, Dock4, Dpep1, Dpt, Dtna, Egflam, Eif4ebp1, Emilin1, Eml1, Enpep, Fancc, Fblim1, Fbn1, Fgf10, Fhl1, Figf, Fmo2, Fn1, Fxyd1, G0s2, Gfm2, Gm12924, Gm14420, Gm15844, Gm16559, Gm22353, Gnpda2, Gpr153, Gpx3, Gria3, Gsn, Gstm2, Gstm7, Gulp1, Gyg, H6pd, Hibadh, Hivep3, Hsd11b1, Htra3, Ifitm1, Itga8, Kcnk5, Kif13b, Lbh, Leprel4, Limch1, Lipa, Lox, Loxl1, Lpar1, Lrp1, Lrp3, Lrp4, Macf1, Maf, Mapt, Matn2, Meox2, Mettl21e, Mfap4, Mme, Mrap, Mrc2, Ndrg2, Ndufa4l2, Nebl, Neo1, Nr2f2, Nrk, Nuak1, Ogn, Olfml3, Osbpl5, Pcolce, Phex, Pid1, Pkd1, Plekha6, Plxdc2, Pmp22, Ppap2b, Ppm1k, Ppp1r14a, Prdx6, Prex2, Prkg2, Ptges, Ptgis, Pygm, Ralb, Raver2, Rcan1, Rtn2, Serping1, Sfrs18, Sh3bgrl, Slc27a6, Slc36a2, Slc38a5, Slit2, Snai2, Specc1l, Spon1, Srpx2, Stbd1, Svep1, Tacc1, Tcf21, Tgfb1i1, Thumpd1, Tiam2, Tmem119, Tmem38b, Tns1, Tns3, Trim56, Trip6, Tslp, Ttc17, Vcam1, Vldlr, Vstm4, Wdr60, Wnt2, Xdh, Zim1, Zyx	Arel1, 1810010H24Rik, 6030408B16Rik, Abca9, NA, NA, Adamts19, Adm, Adpgk, Agpat2, Airn, Angptl4, Atxn2, Adamts17, B3galnt1, B4galt1, BC017158, Bgn, Bmper, Cass4, Ccbe1, Ccl11, Cd40, Cdh11, Cdo1, Ces1d, Cfh, Chst15, Cmklr1, Col13a1, Col14a1, Col16a1, Col1a1, Col25a1, Col3a1, Col5a2, Col6a1, Col6a2, Col6a3, Colec12, Cp, Csrp1, Brinp1, Dennd4a, Dock4, Dpep1, Dpt, Dtna, Egflam, Eif4ebp1, Emilin1, Eml1, Enpep, Fancc, Fblim1, Fbn1, Fgf10, Fhl1, Vegfd, Fmo2, Fn1, Fxyd1, G0s2, Gfm2, Gm12924, Zfp970, NA, Gm16559, NA, Gnpda2, Gpr153, Gpx3, Gria3, Gsn, Gstm2, Gstm7, Gulp1, Gyg, H6pd, Hibadh, Hivep3, Hsd11b1, Htra3, Ifitm1, Itga8, Kcnk5, Kif13b, Lbh, P3h4, Limch1, Lipa, Lox, Loxl1, Lpar1, Lrp1, Lrp3, Lrp4, Macf1, Maf, Mapt, Matn2, Meox2, Mettl21e, Mfap4, Mme, Mrap, Mrc2, Ndrg2, Ndufa4l2, Nebl, Neo1, Nr2f2, Nrk, Nuak1, Ogn, Olfml3, Osbpl5, Pcolce, Phex, Pid1, Pkd1, Plekha6, Plxdc2, Pmp22, Plpp3, Ppm1k, Ppp1r14a, Prdx6, Prex2, Prkg2, Ptges, Ptgis, Pygm, Ralb, Raver2, Rcan1, Rtn2, Serping1, Pnisr, Sh3bgrl, Slc27a6, Slc36a2, Slc38a5, Slit2, Snai2, Specc1l, Spon1, Srpx2, Stbd1, Svep1, Tacc1, Tcf21, Tgfb1i1, Thumpd1, Tiam2, Tmem119, Tmem38b, Tns1, Tns3, Trim56, Trip6, Tslp, Ttc17, Vcam1, Vldlr, Vstm4, Wdr60, Wnt2, Xdh, Zim1, Zyx	68497, 69066, 77717, 217262, NA, NA, 240322, 11535, 72141, 67512, 104103, 57875, 20239, 233332, 26879, 14595, 233913, 12111, 73230, 320664, 320924, 20292, 21939, 12552, 12583, 104158, 12628, 77590, 14747, 12817, 12818, 107581, 12842, 77018, 12825, 12832, 12833, 12834, 12835, 140792, 12870, 13007, 57610, 102442, 238130, 13479, 56429, 13527, 268780, 13685, 100952, 68519, 13809, 14088, 74202, 14118, 14165, 14199, 14205, 55990, 14268, 56188, 14373, 320806, 102633376, 628308, NA, 102634608, NA, 67980, 100129, 14778, 53623, 227753, 14863, 68312, 70676, 27357, 100198, 58875, 16656, 15483, 78558, 68713, 241226, 16529, 16554, 77889, 66180, 77569, 16889, 16948, 16949, 14745, 16971, 435965, 228357, 11426, 17132, 17762, 17181, 17286, 403183, 76293, 17380, 77037, 17534, 29811, 407790, 74103, 18007, 11819, 27206, 77976, 18295, 99543, 79196, 18542, 18675, 98496, 18763, 240753, 67448, 18858, 67916, 243382, 68458, 11758, 109294, 19092, 64292, 19223, 19309, 64143, 242570, 54720, 20167, 12258, 66625, 56726, 225579, 246049, 209837, 20563, 20583, 74392, 233744, 68792, 52331, 64817, 320165, 21412, 21804, 233802, 24001, 231633, 52076, 21961, 319939, 384309, 22051, 53603, 74569, 22329, 22359, 320736, 217935, 22413, 22436, 22776, 22793	AREL1, NA, NA, ABCA9, NA, NA, ATS19, ADML, ADPGK, PLCB, NA, ANGL4, ATX2, NA, B3GL1, B4GT1, NA, PGS1, BMPER, CASS4, CCBE1, CCL11, TNR5, CAD11, CDO1, CES1D, CFAH, CHSTF, CML1, CODA1, COEA1, COGA1, CO1A1, COPA1, CO3A1, CO5A2, CO6A1, CO6A2, NA, COL12, CERU, CSRP1, BRNP1, NA, DOCK4, DPEP1, DERM, DTNA, EGFLA, 4EBP1, EMIL1, EMAL1, AMPE, FANCC, FBLI1, FBN1, FGF10, FHL1, VEGFD, FMO2, FINC, PLM, G0S2, RRF2M, NA, NA, NA, NA, NA, GNPI2, GP153, GPX3, GRIA3, GELS, GSTM2, GSTM7, GULP1, GLYG, G6PE, 3HIDH, ZEP3, DHI1, HTRA3, IFM1, ITA8, NA, NA, LBH, SC65, LIMC1, LICH, LYOX, LOXL1, LPAR1, LRP1, LURA1, LRP4, MACF1, MAF, TAU, MATN2, MEOX2, MT21E, MFAP4, NEP, MRAP, MRC2, NDRG2, NUA4L, NEBL, NEO1, COT2, NRK, NUAK1, MIME, OLFL3, OSBL5, PCOC1, PHEX, PCLI1, PKD1, PKHA6, PXDC2, PMP22_, PLPP3, PPM1K, PP14A, PRDX6, PREX2, KGP2, PTGES, PTGIS, PYGM, RALB, RAVR2, RCAN1, RTN2, IC1, PNISR, SH3L1, NA, S36A2, S38A5, SLIT2, SNAI2, CYTSA, SPON1, SRPX2, STBD1, SVEP1, TACC1, TCF21, TGFI1, THUM1, TIAM2, TM119, TM38B, NA, TENS3, TRI56, TRIP6, TSLP, TTC17, VCAM1, VLDLR, VSTM4, WDR60, WNT2, XDH, NA, ZYX	Q8CHG5, NA, NA, Q8K449, NA, NA, P59509, P97297, Q8VDL4, Q8K3K7, NA, Q9Z1P8, O70305, NA, Q920V1, P15535, NA, P28653, Q8CJ69, Q08EC4, Q3MI99, P48298, P27512, P55288, P60334, Q8VCT4, P06909, Q91XQ5, P97468, Q9R1N9, Q80X19, Q8BLX7, P11087, Q99MQ5, P08121, Q3U962, Q04857, Q02788, NA, Q8K4Q8, Q61147, P97315, Q920P3, NA, P59764, P31428, Q9QZZ6, Q9D2N4, Q4VBE4, Q60876, Q99K41, Q05BC3, P16406, P50652, Q71FD7, Q61554, O35565, P97447, P97946, Q8K2I3, P11276, Q9Z239, Q61585, Q8R2Q4, NA, NA, NA, NA, NA, Q9CRC9, Q8K0Z9, P46412, Q9Z2W9, P13020, P15626, Q80W21, Q8K2A1, Q9R062, Q8CFX1, Q99L13, A2A884, P50172, Q9D236, Q9D103, A2ARA8, NA, NA, Q9CX60, Q8K2B0, Q3UH68, Q9Z0M5, P28301, P97873, P61793, Q91ZX7, Q9D6I9, Q8VI56, Q9QXZ0, P54843, P10637, O08746, P32443, Q8CDZ2, Q9D1H9, Q61391, Q9D159, Q64449, Q9QYG0, Q4FZG9, Q0II04, P97798, P43135, Q9R0G8, Q641K5, Q62000, Q8BK62, Q9ER64, Q61398, P70669, Q3UBG2, O08852, Q7TQG1, Q9DC11, P16646, Q99JY8, Q8BXN7, Q91VC7, O08709, Q3LAC4, Q61410, Q9JM51, O35074, Q9WUB3, Q9JIW9, Q7TPD6, Q9JHG6, O70622, P97290, A2AJT4, Q9JJU8, NA, Q8BHK3, Q3U1J0, Q9R1B9, P97469, Q2KN98, Q8VCC9, Q8R054, Q8C7E7, A2AVA0, Q6Y685, O35437, Q62219, Q99J36, Q6ZPF3, Q8R138, Q9DAV9, NA, Q5SSZ5, Q80VI1, Q9Z1Y4, Q9JIE6, E9PVB5, P29533, P98156, T1NXB5, Q8C761, P21552, Q00519, NA, Q62523	Single-cell sequencing	26600239	NA
